Libellé du site,Caractéristique du site,Adresse,Complément d'adresse,Lieu dit,Code Postal,Localité,Code INSEE de la commune,Pays
COTEAUX DU LIZON BP,BUREAU DE POSTE,23 BIS GRANDE RUE,,ST LUPICIN,39170,COTEAUX DU LIZON,39491,FRANCE
SEPTMONCEL AP,AGENCE POSTALE,2 PLACE DE LA LIBERTE,,SEPTMONCEL,39310,SEPTMONCEL LES MOLUNES,39510,FRANCE
VAUX LES ST CLAUDE AP,AGENCE POSTALE,548 ROUTE DE LA VALLEE,,0,39360,VAUX LES ST CLAUDE,39547,FRANCE
VIRY BP,BUREAU DE POSTE,RUE FRATERNITE,,0,39360,VIRY,39579,FRANCE
FORT DU PLASNE AP,AGENCE POSTALE,100 GRANDE RUE,MAIRIE,0,39150,FORT DU PLASNE,39232,FRANCE
SAINT CLAUDE AVIGNONNETS AP,AGENCE POSTALE,15 RUE DE FRANCHE COMTE,ESPACE MOSAIQUE,0,39200,ST CLAUDE,39478,FRANCE
ALLIGNY COSNE AP,AGENCE POSTALE,4 ROUTE DE ST AMAND,,0,58200,ALLIGNY COSNE,58002,FRANCE
BOUHY AP,AGENCE POSTALE,8 RUE DE LA PUISAYE,,0,58310,BOUHY,58036,FRANCE
LA CHARITE SUR LOIRE BP,BUREAU DE POSTE,4 RUE CHARLES CHEVALIER,,0,58405,LA CHARITE SUR LOIRE CEDEX,58059,FRANCE
CHATEAUNEUF VAL DE BARGIS AP,AGENCE POSTALE,2 PLACE DU COLONEL ROCHE,,0,58350,CHATEAUNEUF VAL DE BARGIS,58064,FRANCE
COLMERY AP,AGENCE POSTALE,LE BOURG,,0,58350,COLMERY,58081,FRANCE
COSNE COURS SUR LOIRE,BUREAU CENTRE,PLACE DE LA RESISTANCE,,0,58206,COSNE COURS SUR LOIRE CEDEX,58086,FRANCE
COULOUTRE AP,AGENCE POSTALE,6 RUE DU BOURG,,0,58220,COULOUTRE,58089,FRANCE
MESVES SUR LOIRE AP,AGENCE POSTALE,21 BIS ROUTE D ANTIBES,,0,58400,MESVES SUR LOIRE,58164,FRANCE
DONZY AP,AGENCE POSTALE,7 RUE D OSMOND,,0,58220,DONZY,58102,FRANCE
SAINT AMAND EN PUISAYE AP,AGENCE POSTALE,RUE DU DOCTEUR ROUX,,0,58310,ST AMAND EN PUISAYE,58227,FRANCE
CHAULGNES LPAC AP,AGENCE POSTALE,8 PLACE DES RESISTANTS,,0,58400,CHAULGNES,58067,FRANCE
MYENNES AP,AGENCE POSTALE,75 RUE DE PARIS,,0,58440,MYENNES,58187,FRANCE
GARCHY LPAC AP,AGENCE POSTALE,1 RUE ERNEST DURAND,,0,58150,GARCHY,58122,FRANCE
ARQUIAN LPAC AP,AGENCE POSTALE,3 PLACE JEAN CARRIES,,0,58310,ARQUIAN,58012,FRANCE
NEUVY SUR LOIRE BP,BUREAU DE POSTE,7 PLACE ALEXANDRINE SEMENCE,,0,58450,NEUVY SUR LOIRE,58193,FRANCE
POUILLY SUR LOIRE BP,BUREAU DE POSTE,32 RUE WALDECK ROUSSEAU,,0,58150,POUILLY SUR LOIRE,58215,FRANCE
RAVEAU AP,AGENCE POSTALE,ROUTE DE LA CHARITE,LE BOURG,0,58400,RAVEAU,58220,FRANCE
SAINT LAURENT AP,AGENCE POSTALE,4 PLACE DE LA MAIRIE,,0,58150,ST LAURENT L ABBAYE,58248,FRANCE
SAINT VERAIN EN PUISAYE AP,AGENCE POSTALE,4 RUE DES ECOLES,,0,58310,ST VERAIN,58270,FRANCE
SUILLY LA TOUR AP,AGENCE POSTALE,17 RUE SAINT SYMPHORIEN,,0,58150,SUILLY LA TOUR,58281,FRANCE
CHAMPIGNELLES AP,AGENCE POSTALE,5 RUE ARSENE DUGUYOT,,0,89350,CHAMPIGNELLES,89073,FRANCE
BLENEAU AP,AGENCE POSTALE,PLACE DE LA LIBERATION,,0,89220,BLENEAU,89046,FRANCE
LAINSECQ SAINPUITS AP,AGENCE POSTALE,7 grande rue,,0,89520,LAINSECQ,89216,FRANCE
LAVAU AP,AGENCE POSTALE,27 GRANDE RUE,,0,89170,LAVAU,89220,FRANCE
ROGNY LES SEPT ECLUSES AP,AGENCE POSTALE,22 RUE LEON JAUPITRE,,0,89220,ROGNY LES SEPT ECLUSES,89324,FRANCE
SAINTS AP,AGENCE POSTALE,1 RUE DE LA MAIRIE,,0,89520,SAINTS EN PUISAYE,89367,FRANCE
SAINT SAUVEUR EN PUISAYE BP,BUREAU DE POSTE,RUE DU BOURG GELE,,0,89520,ST SAUVEUR EN PUISAYE,89368,FRANCE
SOUGERES EN PUISAYE AP,AGENCE POSTALE,22 GRANDE RUE,MAIRIE,0,89520,SOUGERES EN PUISAYE,89400,FRANCE
THURY AP,AGENCE POSTALE,3 PLACE DE L EGLISE,,0,89520,THURY,89416,FRANCE
TREIGNY AP,AGENCE POSTALE,2 BIS RUE DES MARRONNIERS,,TREIGNY,89520,TREIGNY,89420,FRANCE
ANLEZY AP,AGENCE POSTALE,16 RUE DES ECOLES,MAIRIE,0,58270,ANLEZY,58006,FRANCE
AUNAY EN BAZOIS AP,AGENCE POSTALE,ROUTE D  ACHUN,,0,58110,AUNAY EN BAZOIS,58017,FRANCE
BAZOLLES AP,AGENCE POSTALE,2 ROUTE DE JAILLY,,0,58110,BAZOLLES,58024,FRANCE
BICHES AP,AGENCE POSTALE,LE BOURG,,0,58110,BICHES,58030,FRANCE
CERCY LA TOUR BP,BUREAU DE POSTE,6 RUE D ARON,,0,58340,CERCY LA TOUR,58046,FRANCE
CHANTENAY ST IMBERT BP,BUREAU DE POSTE,RUE DE LA POSTE,,0,58240,CHANTENAY ST IMBERT,58057,FRANCE
CHATILLON EN BAZOIS BP,BUREAU DE POSTE,PLACE DU CHAMP DE FOIRE,,0,58110,CHATILLON EN BAZOIS,58065,FRANCE
CHEVENON AP,AGENCE POSTALE,AU BOURG,RUE DES ECOLES,0,58160,CHEVENON,58072,FRANCE
CHAMPVERT AP,AGENCE POSTALE,3 RUE JEAN LHOSPIED,,0,58300,CHAMPVERT,58055,FRANCE
COSSAYE AP,AGENCE POSTALE,13 ROUTE DE DECIZE,MAIRIE,0,58300,COSSAYE,58087,FRANCE
CHARRIN AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,58300,CHARRIN,58060,FRANCE
DECIZE,BUREAU CENTRE,41 RUE DE LA REPUBLIQUE,,0,58301,DECIZE CEDEX,58095,FRANCE
DORNES BP,BUREAU DE POSTE,55 PLACE DE LA MAIRIE,,0,58390,DORNES,58104,FRANCE
LA FERMETE AP,AGENCE POSTALE,PLACE DE LA MAIRIE,1,0,58160,LA FERMETE,58112,FRANCE
FLEURY SUR LOIRE AP,AGENCE POSTALE,7 ROUTE DE NEVERS,,0,58240,FLEURY SUR LOIRE,58115,FRANCE
IMPHY BP,BUREAU DE POSTE,PLACE DU 8 MAI 1945,,0,58160,IMPHY,58134,FRANCE
LIMANTON AP,AGENCE POSTALE,AU BOURG,,0,58290,LIMANTON,58142,FRANCE
LIVRY AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,58240,LIVRY,58144,FRANCE
LUCENAY LES AIX BP,BUREAU DE POSTE,RUE THEODORE DE BANVILLE,,0,58380,LUCENAY LES AIX,58146,FRANCE
LUTHENAY UXELOUP AP,AGENCE POSTALE,1 RUE DU BOURG,MAIRIE,0,58240,LUTHENAY UXELOUP,58148,FRANCE
LA MACHINE BP,BUREAU DE POSTE,10 RUE PAUL VAILLANT COUTURIER,,0,58260,LA MACHINE,58151,FRANCE
MAGNY COURS BP,BUREAU DE POSTE,PLACE DE L EGLISE,,0,58470,MAGNY COURS,58152,FRANCE
FOURS AP,AGENCE POSTALE,15 ROUTE DE DECIZE,,0,58250,FOURS,58118,FRANCE
MONTAPAS AP,AGENCE POSTALE,LIEU DIT LE BOURG,Mairie,0,58110,MONTAPAS,58171,FRANCE
MOULINS ENGILBERT BP,BUREAU DE POSTE,AVENUE DE LA GARE,,0,58290,MOULINS ENGILBERT,58182,FRANCE
LA NOCLE MAULAIX AP,AGENCE POSTALE,LE BOURG,,0,58250,LA NOCLE MAULAIX,58195,FRANCE
ROUY AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,MAIRIE,0,58110,ROUY,58223,FRANCE
SAINT BENIN D AZY BP,BUREAU DE POSTE,AVENUE PIERRE PETIT,,0,58270,ST BENIN D AZY,58232,FRANCE
SAINT HILAIRE FONTAINE AP,AGENCE POSTALE,4 RUE DE LA MAIRIE,MAIRIE,0,58300,ST HILAIRE FONTAINE,58245,FRANCE
SAINT PARIZE LE CHATEL AP,AGENCE POSTALE,AVENUE DE LA MAIRIE,,0,58490,ST PARIZE LE CHATEL,58260,FRANCE
SAINT PEREUSE AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,58110,ST PEREUSE,58262,FRANCE
SAINT PIERRE LE MOUTIER BP,BUREAU DE POSTE,13 AVENUE DU GENERAL DE GAULLE,,0,58240,ST PIERRE LE MOUTIER,58264,FRANCE
SAINT SAULGE AP,AGENCE POSTALE,PLACE DE L HOTEL DE VILLE,MAIRIE,0,58330,ST SAULGE,58267,FRANCE
SAINT SULPICE AP,AGENCE POSTALE,AU BOURG,,0,58270,ST SULPICE,58269,FRANCE
TAMNAY EN BAZOIS AP,AGENCE POSTALE,115 ROUTE DE BRINAY,,0,58110,TAMNAY EN BAZOIS,58285,FRANCE
TOURY LURCY BP,BUREAU DE POSTE,AU BOURG,,0,58300,TOURY LURCY,58293,FRANCE
TROIS VEVRES AP,AGENCE POSTALE,PL DE L EGLISE,,0,58260,TROIS VEVRES,58297,FRANCE
VERNEUIL AP,AGENCE POSTALE,L USAGE,,0,58300,VERNEUIL,58306,FRANCE
BEAUMONT LA FERRIERE AP,AGENCE POSTALE,LE BOURG,,0,58700,BEAUMONT LA FERRIERE,58027,FRANCE
CHALLUY BP,BUREAU DE POSTE,LE CLOS RY,,0,58000,CHALLUY,58051,FRANCE
COULANGES LES NEVERS BP,BUREAU DE POSTE,ZAC DE BEAUREGARD,,0,58660,COULANGES LES NEVERS,58088,FRANCE
CRUX LA VILLE AP,AGENCE POSTALE,LE BOURG,,0,58330,CRUX LA VILLE,58092,FRANCE
FOURCHAMBAULT BP,BUREAU DE POSTE,AVENUE JEAN JAURES,,0,58600,FOURCHAMBAULT,58117,FRANCE
NOLAY AP,AGENCE POSTALE,1 ROUTE DE PRUNEVAUX,,0,58700,NOLAY,58196,FRANCE
SAUVIGNY LES BOIS AP,AGENCE POSTALE,PLACE NEUHAUSEL,MAIRIE,0,58160,SAUVIGNY LES BOIS,58273,FRANCE
GUERIGNY BP,BUREAU DE POSTE,53 GRANDE RUE,,0,58130,GUERIGNY,58131,FRANCE
LURCY LE BOURG AP,AGENCE POSTALE,LE BOURG,MAIRIE,0,58700,LURCY LE BOURG,58147,FRANCE
MARZY BP,BUREAU DE POSTE,2 PLACE DE L EGLISE,,0,58180,MARZY,58160,FRANCE
NEVERS CENTRE,BUREAU CENTRE,25 B AVENUE PIERRE BEREGOVOY,,0,58019,NEVERS CEDEX,58194,FRANCE
POUGUES LES EAUX BP,BUREAU DE POSTE,RUE DE LA MIGNARDERIE,,0,58320,POUGUES LES EAUX,58214,FRANCE
PREMERY BP,BUREAU DE POSTE,1 AVENUE DE LA GARE,,0,58700,PREMERY,58218,FRANCE
SAINT ELOI AP,AGENCE POSTALE,20 CHEMIN DU BOIS BOUCHOT,,0,58000,ST ELOI,58238,FRANCE
VARENNES VAUZELLES BP,BUREAU DE POSTE,10 PLACE DE LA REPUBLIQUE,,0,58641,VARENNES VAUZELLES CEDEX,58303,FRANCE
VARENNES VAUZELLES VENINGES AP,AGENCE POSTALE,RUE DE VERDUN,,0,58641,VARENNES VAUZELLES CEDEX,58303,FRANCE
NEVERS BANLAY BP,BUREAU DE POSTE,5 RUE ERNEST RENAN,,0,58000,NEVERS,58194,FRANCE
NEVERS MONTOTS BP,BUREAU DE POSTE,RUE DU COLONEL JEANPIERRE,,0,58022,NEVERS CEDEX,58194,FRANCE
NEVERS COURLIS BP,BUREAU DE POSTE,16 PLACE DU GRAND COURLIS,,0,58018,NEVERS CEDEX,58194,FRANCE
MOLLANS AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,70240,MOLLANS,70351,FRANCE
ATHESANS ETROITEFONTAINE AP,AGENCE POSTALE,2 RUE DE L EGLISE,,0,70110,ATHESANS ETROITEFONTAINE,70031,FRANCE
CHAMPAGNEY BP,BUREAU DE POSTE,20 GRANDE RUE,,0,70290,CHAMPAGNEY,70120,FRANCE
CHAMPEY AP,AGENCE POSTALE,7 RUE DES VIEILLES VIES,,0,70400,CHAMPEY,70121,FRANCE
CLAIREGOUTTE AP,AGENCE POSTALE,PLACE HENRI FREDERIC ISELIN,MAIRIE,0,70200,CLAIREGOUTTE,70157,FRANCE
LA COTE AP,AGENCE POSTALE,18 RUE DE LA MAIRIE,,0,70200,LA COTE,70178,FRANCE
COURCHATON AP,AGENCE POSTALE,2 RUE DE LA MADELEINE,MAIRIE,COURCHATON,70110,COURCHATON,70180,FRANCE
FRAHIER ET CHATEBIER BP,BUREAU DE POSTE,24 RUE DE BELFORT,LE BOURG,0,70400,FRAHIER ET CHATEBIER,70248,FRANCE
FRESSE AP,AGENCE POSTALE,130 HAMEAU LE VILLAGE,,0,70270,FRESSE,70256,FRANCE
GOUHENANS AP,AGENCE POSTALE,7 RUE DE LA MAIRIE,,0,70110,GOUHENANS,70271,FRANCE
GRANGES LE BOURG AP,AGENCE POSTALE,3 PLACE DE LA MAIRIE,,0,70400,GRANGES LE BOURG,70277,FRANCE
HAUT DU THEM AP,AGENCE POSTALE,3 RUE VIERGE,MAIRIE,0,70440,HAUT DU THEM,70283,FRANCE
HERICOURT BP,BUREAU DE POSTE,2 RUE ANDRE BOULLOCHE,,0,70400,HERICOURT,70285,FRANCE
LURE,BUREAU CENTRE,1 RUE DE LA GARE,,0,70200,LURE,70310,FRANCE
MELISEY BP,BUREAU DE POSTE,3 GRANDE RUE,,0,70270,MELISEY,70339,FRANCE
MOFFANS AP,AGENCE POSTALE,61 GRANDE RUE,,0,70200,MOFFANS ET VACHERESSE,70348,FRANCE
PLANCHER BAS AP,AGENCE POSTALE,40 RUE LOUIS PERGAUD,MAIRIE,0,70290,PLANCHER BAS,70413,FRANCE
PLANCHER LES MINES BP,BUREAU DE POSTE,15 GRANDE RUE,,0,70290,PLANCHER LES MINES,70414,FRANCE
SAINT GERMAIN BP,BUREAU DE POSTE,6 RUE DU TACOT,,0,70200,ST GERMAIN,70464,FRANCE
SAULNOT AP,AGENCE POSTALE,4 RUE DES SALINES,,0,70400,SAULNOT,70477,FRANCE
SERVANCE BP,BUREAU DE POSTE,45 AVENUE CHARLES DE GAULLE,,SERVANCE,70440,SERVANCE MIELLIN,70489,FRANCE
TERNUAY MELAY ET ST HILAIRE AP,AGENCE POSTALE,5 RUE DU TRAM,,0,70270,TERNUAY MELAY ET ST HILAIRE,70498,FRANCE
VILLERSEXEL BP,BUREAU DE POSTE,PLACE GENERAL DE GAULLE,,0,70110,VILLERSEXEL,70561,FRANCE
VY LES LURE AP,AGENCE POSTALE,33 GRANDE RUE,,0,70200,VY LES LURE,70581,FRANCE
AILLEVILLERS ET LYAUMONT BP,BUREAU DE POSTE,14 RUE GENERAL CHARLES DE GAULLE,,0,70320,AILLEVILLERS ET LYAUMONT,70006,FRANCE
BREUCHES AP,AGENCE POSTALE,1 PLACE LEON GROSJEAN,MAIRIE,0,70300,BREUCHES,70093,FRANCE
BREUREY LES FAVERNEY AP,AGENCE POSTALE,10 PLACE DE LA MAIRIE,,0,70160,BREUREY LES FAVERNEY,70095,FRANCE
GEVIGNEY ET MERCEY AP,AGENCE POSTALE,3 RUE MONTGILLARD,MAIRIE,0,70500,GEVIGNEY ET MERCEY,70267,FRANCE
FAUCOGNEY ET LA MER AP,AGENCE POSTALE,14 RUE JEANNOT LAMBOLEY,,0,70310,FAUCOGNEY ET LA MER,70227,FRANCE
CORRAVILLERS AP,AGENCE POSTALE,3 RUE DE LA MAIRIE,,0,70310,CORRAVILLERS,70176,FRANCE
VAUVILLERS AP,AGENCE POSTALE,1 PLACE DU CHATEAU,,0,70210,VAUVILLERS,70526,FRANCE
CITERS AP,AGENCE POSTALE,1 RUE DU PONT,,0,70300,CITERS,70155,FRANCE
CONFLANS SUR LANTERNE AP,AGENCE POSTALE,12 RUE JULES FERRY,,0,70800,CONFLANS SUR LANTERNE,70168,FRANCE
CORBENAY AP,AGENCE POSTALE,PLACE JEAN JACQUES BEUCLER,MAIRIE,0,70320,CORBENAY,70171,FRANCE
CORRE AP,AGENCE POSTALE,1 RUE EMILE HAUVILLER,,0,70500,CORRE,70177,FRANCE
DEMANGEVELLE AP,AGENCE POSTALE,1BIS RUE DU CONEY,MAIRIE,0,70210,DEMANGEVELLE,70202,FRANCE
FAVERNEY BP,BUREAU DE POSTE,2 PL GENERAL CHARLES DE GAULLE,,0,70160,FAVERNEY,70228,FRANCE
FONTAINE LES LUXEUIL AP,AGENCE POSTALE,34 RUE MARQUISET,,0,70800,FONTAINE LES LUXEUIL,70240,FRANCE
FOUGEROLLES BP,BUREAU DE POSTE,26 RUE DE LA GARE,,FOUGEROLLES,70220,FOUGEROLLES ST VALBERT,70245,FRANCE
JONVELLE AP,AGENCE POSTALE,PLACE RAYMOND SENILLE,,0,70500,JONVELLE,70291,FRANCE
JUSSEY BP,BUREAU DE POSTE,19 AVENUE DE VERDUN,,0,70500,JUSSEY,70292,FRANCE
LA LONGINE AP,AGENCE POSTALE,PLACE DORGET,,0,70310,LA LONGINE,70308,FRANCE
LUXEUIL LES BAINS,BUREAU CENTRE,1 PLACE DE L ABBAYE,,0,70306,LUXEUIL LES BAINS CEDEX,70311,FRANCE
MERSUAY AP,AGENCE POSTALE,43 GRANDE RUE,,0,70160,MERSUAY,70343,FRANCE
MONTUREUX LES BAULAY AP,AGENCE POSTALE,33 BIS GRANDE RUE,,0,70500,MONTUREUX LES BAULAY,70372,FRANCE
PASSAVANT LA ROCHERE AP,AGENCE POSTALE,PLACE JEANNE D ARC,,0,70210,PASSAVANT LA ROCHERE,70404,FRANCE
POLAINCOURT ET CLAIREFONTAINE AP,AGENCE POSTALE,5 RUE DE LA POSTE,,0,70210,POLAINCOURT ET CLAIREFONTAINE,70415,FRANCE
PURGEROT AP,AGENCE POSTALE,GRANDE RUE,MAIRIE,0,70160,PURGEROT,70427,FRANCE
RADDON ET CHAPENDU BP,BUREAU DE POSTE,1 ROUTE DE FOUGEROLLES,,0,70280,RADDON ET CHAPENDU,70435,FRANCE
SAINT BRESSON AP,AGENCE POSTALE,51 GRANDE RUE,,0,70280,ST BRESSON,70460,FRANCE
SAINT LOUP SUR SEMOUSE BP,BUREAU DE POSTE,11 AVENUE ALBERT THOMAS,,0,70800,ST LOUP SUR SEMOUSE,70467,FRANCE
SAINT REMY AP,AGENCE POSTALE,7 RUE GUY ET JOSEPH BERTHIOT,,0,70160,ST REMY EN COMTE,70472,FRANCE
VILLARS LE PAUTEL AP,AGENCE POSTALE,RUE DESSUS,,0,70500,VILLARS LE PAUTEL,70554,FRANCE
VITREY SUR MANCE AP,AGENCE POSTALE,3 RUE NEUVE,,0,70500,VITREY SUR MANCE,70572,FRANCE
LUXEUIL MESSIER AP,AGENCE POSTALE,5 BIS AVENUE DE LATTRE DE TASSIGNY,,0,70300,LUXEUIL LES BAINS,70311,FRANCE
CHARGEY LES GRAY AP,AGENCE POSTALE,5 GRANDE RUE,,0,70100,CHARGEY LES GRAY,70132,FRANCE
NANTILLY AP,AGENCE POSTALE,RUE DE L EGLISE,,0,70100,NANTILLY,70376,FRANCE
VESOUL REPUBLIQUE AP,AGENCE POSTALE,5 RUE LEBLOND,,0,70000,VESOUL,70550,FRANCE
ARC LES GRAY BP,BUREAU DE POSTE,2 RUE DE DIJON,,0,70100,ARC LES GRAY,70026,FRANCE
BEAUJEU ST VALLIER PIERREJUX QU. AP,AGENCE POSTALE,RUE DES ECOLES,,0,70100,BEAUJEU ET QUITTEUR,70058,FRANCE
GRAY MARCHE AP,AGENCE POSTALE,4 RUE DU MARCHE,,0,70100,GRAY,70279,FRANCE
BROYE AUBIGNEY MONTSEUGNY AP,AGENCE POSTALE,GRANDE RUE,BROYE LES PESMES,0,70140,BROYE AUBIGNEY MONTSEUGNY,70101,FRANCE
SAULX AP,AGENCE POSTALE,27 GRANDE RUE,,0,70240,SAULX,70478,FRANCE
PESMES AP,AGENCE POSTALE,11 GRANDE RUE,,0,70140,PESMES,70408,FRANCE
NEUREY LES LA DEMIE AP,AGENCE POSTALE,24 GRANDE RUE,,0,70000,NEUREY LES LA DEMIE,70381,FRANCE
CHAMPLITTE AP,AGENCE POSTALE,33 TER RUE DE LA REPUBLIQUE,,0,70600,CHAMPLITTE,70122,FRANCE
COMBEAUFONTAINE BP,BUREAU DE POSTE,GRANDE RUE,,0,70120,COMBEAUFONTAINE,70165,FRANCE
DAMPIERRE SUR SALON BP,BUREAU DE POSTE,2 BIS RUE LOUIS DORNIER,,0,70180,DAMPIERRE SUR SALON,70198,FRANCE
FOUVENT SAINT ANDOCHE AP,AGENCE POSTALE,2 RUE DES RIOTTES,,0,70600,FOUVENT ST ANDOCHE,70247,FRANCE
FRESNE ST MAMES BP,BUREAU DE POSTE,GRANDE RUE,,0,70130,FRESNE ST MAMES,70255,FRANCE
GRAY BP,BUREAU DE POSTE,PLACE EDMOND BOUR,,0,70100,GRAY,70279,FRANCE
LAVONCOURT BP,BUREAU DE POSTE,12 RUE DU TIRE SACHOT,,0,70120,LAVONCOURT,70299,FRANCE
MAILLEY AP,AGENCE POSTALE,1 PLACE DE LA  MAIRIE,MAIRIE ET APC,0,70000,MAILLEY ET CHAZELOT,70324,FRANCE
MANTOCHE AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,70100,MANTOCHE,70331,FRANCE
MONTAGNEY AP,AGENCE POSTALE,3 RUE DE BRESILLEY,,0,70140,MONTAGNEY,70353,FRANCE
LA ROCHE MOREY AP,AGENCE POSTALE,7 RUE DES GRANDS PRES,MAIRIE,0,70120,LA ROCHE MOREY,70373,FRANCE
NEUVELLE LES LA CHARITE AP,AGENCE POSTALE,10 GRANDE RUE,,0,70130,NEUVELLE LES LA CHARITE,70384,FRANCE
NOIDANS LE FERROUX AP,AGENCE POSTALE,1 CHEMIN DES PRES,,0,70130,NOIDANS LE FERROUX,70387,FRANCE
OYRIERES AP,AGENCE POSTALE,34 GRANDE RUE,,0,70600,OYRIERES,70402,FRANCE
PORT SUR SAONE BP,BUREAU DE POSTE,2 BIS RUE DE LA REZELLE,,0,70170,PORT SUR SAONE,70421,FRANCE
RAY SUR SAONE AP,AGENCE POSTALE,GRANDE RUE,,0,70130,RAY SUR SAONE,70438,FRANCE
RAZE AP,AGENCE POSTALE,35 GRANDE RUE,MAIRIE,0,70000,RAZE,70439,FRANCE
SAVOYEUX AP,AGENCE POSTALE,9 RUE DE L EGLISE,,0,70130,SAVOYEUX,70481,FRANCE
SCEY SUR SAONE ET ST ALBIN BP,BUREAU DE POSTE,1 AVENUE DE VERDUN,,0,70360,SCEY SUR SAONE ET ST ALBIN,70482,FRANCE
SEVEUX AP,AGENCE POSTALE,10 GRANDE RUE,MAIRIE,SEVEUX,70130,SEVEUX,70491,FRANCE
SOING AP,AGENCE POSTALE,PLACE DE LA REPUBLIQUE,,0,70130,SOING CUBRY CHARENTENAY,70492,FRANCE
TRAVES AP,AGENCE POSTALE,3 RUE DE L EGLISE,,0,70360,TRAVES,70504,FRANCE
VAITE AP,AGENCE POSTALE,ROUTE DE ROCHE,AGENCE POSTALE COMMUNALE,0,70180,VAITE,70511,FRANCE
VAIVRE ET MONTOILLE BP,BUREAU DE POSTE,RUE DE L EGLISE,,0,70000,VAIVRE ET MONTOILLE,70513,FRANCE
VALAY AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,70140,VALAY,70514,FRANCE
VELLEXON QUEUTREY ET VAUDEY AP,AGENCE POSTALE,RUE DE L EGLISE,,0,70130,VELLEXON QUEUTREY ET VAUDEY,70539,FRANCE
VESOUL ILE VERTE,BUREAU CENTRE,13 RUE DU COMMANDANT GIRARDOT,,0,70014,VESOUL CEDEX,70550,FRANCE
GRAY CAPUCINS AP,AGENCE POSTALE,2 RUE DE FRANCHE COMTE,,0,70100,GRAY,70279,FRANCE
VESOUL MONTMARIN,BUREAU DE POSTE,5 RUE EDOUARD BELIN,CENTRE CIAL GRAND MONTMARIN,0,70000,VESOUL,70550,FRANCE
ALLIGNY EN MORVAN BP,BUREAU DE POSTE,RTE DE BAZOLLES,,0,58230,ALLIGNY EN MORVAN,58003,FRANCE
ARLEUF DU MORVAN AP,AGENCE POSTALE,56 ROUTE DU HAUT MORVAN,,0,58430,ARLEUF,58010,FRANCE
BLISMES AP,AGENCE POSTALE,LE BOURG,,0,58120,BLISMES,58034,FRANCE
CHATEAU CHINON BP,BUREAU DE POSTE,PLACE FRANCOIS MITTERRAND,,0,58120,CHATEAU CHINON CAMPAGNE,58062,FRANCE
CHIDDES AP,AGENCE POSTALE,LE BOURG,,0,58170,CHIDDES,58074,FRANCE
DUN LES PLACES AP,AGENCE POSTALE,RUE DU 26 JUIN 1944,,0,58230,DUN LES PLACES,58106,FRANCE
GLUX EN GLENNE AP,AGENCE POSTALE,LE BOURG,,0,58370,GLUX EN GLENNE,58128,FRANCE
LAROCHEMILLAY AP,AGENCE POSTALE,LE BOURG MAIRIE,,0,58370,LAROCHEMILLAY,58140,FRANCE
LUZY BP,BUREAU DE POSTE,29 RUE DE LA REPUBLIQUE,,0,58170,LUZY,58149,FRANCE
MILLAY AP,AGENCE POSTALE,207 AVENUE DES TILLEULS,,0,58170,MILLAY,58168,FRANCE
MONTSAUCHE LES SETTONS BP,BUREAU DE POSTE,PLACE DU 25 JUIN 1944,,0,58230,MONTSAUCHE LES SETTONS,58180,FRANCE
MOUX EN MORVAN AP,AGENCE POSTALE,PL FUSILLES DU 15 FEVRIER 1944,,0,58230,MOUX EN MORVAN,58185,FRANCE
ONLAY AP,AGENCE POSTALE,3 ROUTE DE SAINT LEGER,,0,58370,ONLAY,58199,FRANCE
OUROUX EN MORVAN AP,AGENCE POSTALE,1 RUE DU COMMERCE,,0,58230,OUROUX EN MORVAN,58205,FRANCE
POIL AP,AGENCE POSTALE,21 ROUTE DE CHAMPROBERT,,0,58170,POIL,58211,FRANCE
SAINT BRISSON AP,AGENCE POSTALE,1 PLACE DU 19 MARS 1962,,0,58230,ST BRISSON,58235,FRANCE
SAINT HONORE LES BAINS BP,BUREAU DE POSTE,RUE EUGENE COLLIN,,0,58360,ST HONORE LES BAINS,58246,FRANCE
SEMELAY AP,AGENCE POSTALE,51 ROUTE DU MORVAN,,0,58360,SEMELAY,58276,FRANCE
VANDENESSE AP,AGENCE POSTALE,5 RUE DE LA REPUBLIQUE,,0,58290,VANDENESSE,58301,FRANCE
VILLAPOURCON AP,AGENCE POSTALE,LE BOURG,,0,58370,VILLAPOURCON,58309,FRANCE
ANOST BP,BUREAU DE POSTE,LIEU DIT BOURG,,0,71550,ANOST,71009,FRANCE
AUTUN,BUREAU CENTRE,21 RUE J ET B DE LATTRE DE TASSIGNY,,0,71400,AUTUN,71014,FRANCE
BROYE AP,AGENCE POSTALE,PLACE LUCIE AUBRAC,MAIRIE,0,71190,BROYE,71063,FRANCE
CHISSEY EN MORVAN AP,AGENCE POSTALE,4725 ROUTE MICHEL DE CHAUGY,,0,71540,CHISSEY EN MORVAN,71129,FRANCE
LA COMELLE AP,AGENCE POSTALE,LE BOURG,,0,71990,LA COMELLE,71142,FRANCE
