,id,nom_serie,numero_episode,numero_saison,date_diffusion,pays,chaine_diffusion,url
681,682,Krapopolis,8,1,12-11-2023,Etats-Unis,Fox,episode08-410873-12112023-saison1-Krapopolis.html
682,683,Rick and Morty,5,7,12-11-2023,Etats-Unis,Adult Swim,episode05-411273-12112023-saison7-Rick-and-Morty.html
683,684,The Gilded Age,3,2,12-11-2023,Etats-Unis,HBO,episode03-411128-12112023-saison2-The-Gilded-Age.html
684,685,Yellowstone,9,5,12-11-2023,Etats-Unis,Paramount Network,episode09-410018-12112023-saison5-Yellowstone.html
685,686,Acting Good,5,2,13-11-2023,Canada,The Comedy Network,episode05-411300-13112023-saison2-Acting-Good.html
686,687,The Irrational,8,1,13-11-2023,Etats-Unis,NBC,episode08-409867-13112023-saison1-The-Irrational.html
687,688,A Murder at the End of the World,1,1,14-11-2023,Etats-Unis,Hulu,episode01-407977-14112023-saison1-A-Murder-at-the-End-of-the-World.html
688,689,Found,7,1,14-11-2023,Etats-Unis,NBC,episode07-409898-14112023-saison1-Found.html
689,690,Suburræterna,1,1,14-11-2023,Etats-Unis,Netflix,episode01-410618-14112023-saison1-Suburraeterna.html
690,691,Black Cake,5,1,15-11-2023,Etats-Unis,Hulu,episode05-410151-15112023-saison1-Black-Cake.html
691,692,Chucky,7,3,15-11-2023,Etats-Unis,Syfy,episode07-409120-15112023-saison3-Chucky.html
692,693,Deutsches Haus,1,1,15-11-2023,Etats-Unis,Disney+,episode01-409989-15112023-saison1-Deutsches-Haus.html
693,694,Magnum P.I. (2018),17,5,15-11-2023,Etats-Unis,NBC,episode17-410797-15112023-saison5-Magnum-PI-(2018).html
694,695,Quantum Leap (2022),7,2,15-11-2023,Etats-Unis,NBC,episode07-410933-15112023-saison2-Quantum-Leap-(2022).html
695,696,SurrealEstate,7,2,15-11-2023,Etats-Unis,Syfy,episode07-410934-15112023-saison2-SurrealEstate.html
696,697,The Buccaneers (2023),4,1,15-11-2023,Etats-Unis,Apple TV+,episode04-409070-15112023-saison1-The-Buccaneers-(2023).html
697,698,The Santa Clauses,3,2,15-11-2023,Etats-Unis,Disney+,episode03-410600-15112023-saison2-The-Santa-Clauses.html
698,699,À La Carte,10,2,16-11-2023,Etats-Unis,ALLBLK,episode10-410523-16112023-saison2-A-La-Carte.html
699,700,Frasier (2023),7,1,16-11-2023,Etats-Unis,Paramount+,episode07-409729-16112023-saison1-Frasier-(2023).html
700,701,Julia (2022),1,2,16-11-2023,Etats-Unis,HBO Max,episode01-410536-16112023-saison2-Julia-(2022).html
701,702,Julia (2022),2,2,16-11-2023,Etats-Unis,HBO Max,episode02-410537-16112023-saison2-Julia-(2022).html
702,703,Julia (2022),3,2,16-11-2023,Etats-Unis,HBO Max,episode03-410538-16112023-saison2-Julia-(2022).html
703,704,La Mesias,7,1,16-11-2023,Espagne,Moviestar+,episode07-410549-16112023-saison1-La-Mesias.html
704,705,Rap Sh!t,3,2,16-11-2023,Etats-Unis,HBO Max,episode03-408169-16112023-saison2-Rap-Sht.html
705,706,The Crown,1,6,16-11-2023,Etats-Unis,Netflix,episode01-411001-16112023-saison6-The-Crown.html
706,707,The Vanishing Triangle,5,1,16-11-2023,Etats-Unis,SundanceTV,episode05-410197-16112023-saison1-The-Vanishing-Triangle.html
707,708,Un professore,1,2,16-11-2023,Italie,Rai 1,episode01-411117-16112023-saison2-Un-professore.html
708,709,For All Mankind,2,4,17-11-2023,Etats-Unis,Apple TV+,episode02-410206-17112023-saison4-For-All-Mankind.html
709,710,Goosebumps (2023),10,1,17-11-2023,Etats-Unis,Disney+,episode10-409987-17112023-saison1-Goosebumps-(2023).html
710,711,Lessons In Chemistry,7,1,17-11-2023,Etats-Unis,Apple TV+,episode07-406603-17112023-saison1-Lessons-In-Chemistry.html
711,712,Monarch: Legacy of Monsters,1,1,17-11-2023,Etats-Unis,Apple TV+,episode01-409991-17112023-saison1-Monarch-Legacy-of-Monsters.html
712,713,Monarch: Legacy of Monsters,2,1,17-11-2023,Etats-Unis,Apple TV+,episode02-409992-17112023-saison1-Monarch-Legacy-of-Monsters.html
713,714,NCIS: Sydney,2,1,17-11-2023,Etats-Unis,Paramount+,episode02-410216-17112023-saison1-NCIS-Sydney.html
714,715,Shining Vale,6,2,17-11-2023,Etats-Unis,Starz,episode06-411129-17112023-saison2-Shining-Vale.html
715,716,Sort Of,1,3,17-11-2023,Canada,CBC Gem,episode01-410155-17112023-saison3-Sort-Of.html
716,717,The Good Ship Murder,6,1,17-11-2023,Royaume-Uni,Channel 5,episode06-411247-17112023-saison1-The-Good-Ship-Murder.html
717,718,Transplant,7,4,17-11-2023,Canada,CTV,episode07-409843-17112023-saison4-Transplant.html
718,719,Fear the Walking Dead,11,8,19-11-2023,Etats-Unis,AMC,episode11-408758-19112023-saison8-Fear-the-Walking-Dead.html
719,720,Krapopolis,9,1,19-11-2023,Etats-Unis,Fox,episode09-411002-19112023-saison1-Krapopolis.html
720,721,Rick and Morty,6,7,19-11-2023,Etats-Unis,Adult Swim,episode06-411274-19112023-saison7-Rick-and-Morty.html
721,722,The Gilded Age,4,2,19-11-2023,Etats-Unis,HBO,episode04-411130-19112023-saison2-The-Gilded-Age.html
722,723,Acting Good,6,2,20-11-2023,Canada,The Comedy Network,episode06-411301-20112023-saison2-Acting-Good.html
723,724,Spellbound,14,1,20-11-2023,Etats-Unis,Hulu,episode14-410565-20112023-saison1-Spellbound.html
724,725,Spellbound,15,1,20-11-2023,Etats-Unis,Hulu,episode15-410566-20112023-saison1-Spellbound.html
725,726,Spellbound,16,1,20-11-2023,Etats-Unis,Hulu,episode16-410567-20112023-saison1-Spellbound.html
726,727,Spellbound,17,1,20-11-2023,Etats-Unis,Hulu,episode17-410568-20112023-saison1-Spellbound.html
727,728,Spellbound,18,1,20-11-2023,Etats-Unis,Hulu,episode18-410569-20112023-saison1-Spellbound.html
728,729,Spellbound,19,1,20-11-2023,Etats-Unis,Hulu,episode19-410570-20112023-saison1-Spellbound.html
729,730,Spellbound,20,1,20-11-2023,Etats-Unis,Hulu,episode20-410571-20112023-saison1-Spellbound.html
730,731,Spellbound,21,1,20-11-2023,Etats-Unis,Hulu,episode21-410572-20112023-saison1-Spellbound.html
731,732,Spellbound,22,1,20-11-2023,Etats-Unis,Hulu,episode22-410573-20112023-saison1-Spellbound.html
732,733,Spellbound,23,1,20-11-2023,Etats-Unis,Hulu,episode23-410574-20112023-saison1-Spellbound.html
733,734,Spellbound,24,1,20-11-2023,Etats-Unis,Hulu,episode24-410575-20112023-saison1-Spellbound.html
734,735,Spellbound,25,1,20-11-2023,Etats-Unis,Hulu,episode25-410576-20112023-saison1-Spellbound.html
735,736,Spellbound,26,1,20-11-2023,Etats-Unis,Hulu,episode26-410577-20112023-saison1-Spellbound.html
736,737,The Irrational,9,1,20-11-2023,Etats-Unis,NBC,episode09-409868-20112023-saison1-The-Irrational.html
737,738,Fargo,1,5,21-11-2023,Etats-Unis,FX,episode01-409056-21112023-saison5-Fargo.html
738,739,Found,8,1,21-11-2023,Etats-Unis,NBC,episode08-409899-21112023-saison1-Found.html
739,740,Black Cake,6,1,22-11-2023,Etats-Unis,Hulu,episode06-410152-22112023-saison1-Black-Cake.html
740,741,Chucky,8,3,22-11-2023,Etats-Unis,Syfy,episode08-409121-22112023-saison3-Chucky.html
741,742,Magnum P.I. (2018),18,5,22-11-2023,Etats-Unis,NBC,episode18-410798-22112023-saison5-Magnum-PI-(2018).html
742,743,Quantum Leap (2022),8,2,22-11-2023,Etats-Unis,NBC,episode08-411120-22112023-saison2-Quantum-Leap-(2022).html
743,744,SurrealEstate,8,2,22-11-2023,Etats-Unis,Syfy,episode08-411102-22112023-saison2-SurrealEstate.html
744,745,The Buccaneers (2023),5,1,22-11-2023,Etats-Unis,Apple TV+,episode05-409071-22112023-saison1-The-Buccaneers-(2023).html
745,746,The Santa Clauses,4,2,22-11-2023,Etats-Unis,Disney+,episode04-410601-22112023-saison2-The-Santa-Clauses.html
746,747,Frasier (2023),8,1,23-11-2023,Etats-Unis,Paramount+,episode08-409730-23112023-saison1-Frasier-(2023).html
747,748,Julia (2022),4,2,23-11-2023,Etats-Unis,HBO Max,episode04-410539-23112023-saison2-Julia-(2022).html
748,749,Rap Sh!t,4,2,23-11-2023,Etats-Unis,HBO Max,episode04-408170-23112023-saison2-Rap-Sht.html
749,750,The Vanishing Triangle,6,1,23-11-2023,Etats-Unis,SundanceTV,episode06-410198-23112023-saison1-The-Vanishing-Triangle.html
750,751,For All Mankind,3,4,24-11-2023,Etats-Unis,Apple TV+,episode03-410207-24112023-saison4-For-All-Mankind.html
751,752,Lessons In Chemistry,8,1,24-11-2023,Etats-Unis,Apple TV+,episode08-406604-24112023-saison1-Lessons-In-Chemistry.html
752,753,Monarch: Legacy of Monsters,3,1,24-11-2023,Etats-Unis,Apple TV+,episode03-409993-24112023-saison1-Monarch-Legacy-of-Monsters.html
753,754,NCIS: Sydney,3,1,24-11-2023,Etats-Unis,Paramount+,episode03-410217-24112023-saison1-NCIS-Sydney.html
754,755,Shining Vale,7,2,24-11-2023,Etats-Unis,Starz,episode07-411162-24112023-saison2-Shining-Vale.html
755,756,The Good Ship Murder,7,1,24-11-2023,Royaume-Uni,Channel 5,episode07-411248-24112023-saison1-The-Good-Ship-Murder.html
756,757,Transplant,8,4,24-11-2023,Canada,CTV,episode08-411161-24112023-saison4-Transplant.html
757,758,Fear the Walking Dead,12,8,26-11-2023,Etats-Unis,AMC,episode12-408759-26112023-saison8-Fear-the-Walking-Dead.html
758,759,Rick and Morty,7,7,26-11-2023,Etats-Unis,Adult Swim,episode07-411275-26112023-saison7-Rick-and-Morty.html
759,760,The Gilded Age,5,2,26-11-2023,Etats-Unis,HBO,episode05-411249-26112023-saison2-The-Gilded-Age.html
760,761,Acting Good,7,2,27-11-2023,Canada,The Comedy Network,episode07-411302-27112023-saison2-Acting-Good.html
761,762,The Irrational,10,1,27-11-2023,Etats-Unis,NBC,episode10-409869-27112023-saison1-The-Irrational.html
762,763,Found,9,1,28-11-2023,Etats-Unis,NBC,episode09-409900-28112023-saison1-Found.html
763,764,Black Cake,7,1,29-11-2023,Etats-Unis,Hulu,episode07-410153-29112023-saison1-Black-Cake.html
764,765,Magnum P.I. (2018),19,5,29-11-2023,Etats-Unis,NBC,episode19-410799-29112023-saison5-Magnum-PI-(2018).html
765,766,Quantum Leap (2022),9,2,29-11-2023,Etats-Unis,NBC,episode09-411315-29112023-saison2-Quantum-Leap-(2022).html
766,767,SurrealEstate,9,2,29-11-2023,Etats-Unis,Syfy,episode09-411103-29112023-saison2-SurrealEstate.html
767,768,The Artful Dodger,1,1,29-11-2023,Etats-Unis,Disney+,episode01-411104-29112023-saison1-The-Artful-Dodger.html
768,769,The Buccaneers (2023),6,1,29-11-2023,Etats-Unis,Apple TV+,episode06-409072-29112023-saison1-The-Buccaneers-(2023).html
769,770,The Santa Clauses,5,2,29-11-2023,Etats-Unis,Disney+,episode05-410602-29112023-saison2-The-Santa-Clauses.html
770,771,Family Law (CAN),1,3,30-11-2023,Canada,Global,episode01-410524-30112023-saison3-Family-Law-(CAN).html
771,772,Family Law (CAN),2,3,30-11-2023,Canada,Global,episode02-410525-30112023-saison3-Family-Law-(CAN).html
772,773,Family Law (CAN),3,3,30-11-2023,Canada,Global,episode03-410526-30112023-saison3-Family-Law-(CAN).html
773,774,Family Law (CAN),4,3,30-11-2023,Canada,Global,episode04-410527-30112023-saison3-Family-Law-(CAN).html
774,775,Family Law (CAN),5,3,30-11-2023,Canada,Global,episode05-410528-30112023-saison3-Family-Law-(CAN).html
775,776,Family Law (CAN),6,3,30-11-2023,Canada,Global,episode06-410529-30112023-saison3-Family-Law-(CAN).html
776,777,Family Law (CAN),7,3,30-11-2023,Canada,Global,episode07-410530-30112023-saison3-Family-Law-(CAN).html
777,778,Family Law (CAN),8,3,30-11-2023,Canada,Global,episode08-410531-30112023-saison3-Family-Law-(CAN).html
778,779,Family Law (CAN),9,3,30-11-2023,Canada,Global,episode09-410532-30112023-saison3-Family-Law-(CAN).html
779,780,Family Law (CAN),10,3,30-11-2023,Canada,Global,episode10-410533-30112023-saison3-Family-Law-(CAN).html
780,781,Frasier (2023),9,1,30-11-2023,Etats-Unis,Paramount+,episode09-409731-30112023-saison1-Frasier-(2023).html
781,782,Julia (2022),5,2,30-11-2023,Etats-Unis,HBO Max,episode05-410540-30112023-saison2-Julia-(2022).html
782,783,Obliterated,1,1,30-11-2023,Etats-Unis,Netflix,episode01-409739-30112023-saison1-Obliterated.html
783,784,Obliterated,2,1,30-11-2023,Etats-Unis,Netflix,episode02-409740-30112023-saison1-Obliterated.html
784,785,Obliterated,3,1,30-11-2023,Etats-Unis,Netflix,episode03-409741-30112023-saison1-Obliterated.html
785,786,Obliterated,4,1,30-11-2023,Etats-Unis,Netflix,episode04-409742-30112023-saison1-Obliterated.html
786,787,Obliterated,5,1,30-11-2023,Etats-Unis,Netflix,episode05-409743-30112023-saison1-Obliterated.html
787,788,Obliterated,6,1,30-11-2023,Etats-Unis,Netflix,episode06-409744-30112023-saison1-Obliterated.html
788,789,Obliterated,7,1,30-11-2023,Etats-Unis,Netflix,episode07-409745-30112023-saison1-Obliterated.html
789,790,Obliterated,8,1,30-11-2023,Etats-Unis,Netflix,episode08-409746-30112023-saison1-Obliterated.html
790,791,Rap Sh!t,5,2,30-11-2023,Etats-Unis,HBO Max,episode05-408171-30112023-saison2-Rap-Sht.html
